Date,Actual_Return,HS_VaR,HS_ES,Normal_VaR,Normal_ES,StudentT_VaR,StudentT_ES,GARCH_VaR,GARCH_ES
2014-07-24,-0.0007561356504547378,-0.025205023266680088,-0.025757728518018635,-0.021163140616910964,-0.02435845394926985,-0.022374293081370705,-0.027670898101361224,-0.01681856163142195,-0.019423746043852937
2014-07-25,-0.020497667021233776,-0.025205023266680088,-0.025757728518018635,-0.020703921682774257,-0.02385161256105824,-0.02210363085386569,-0.027667550434713282,-0.016183113939302766,-0.018706020828650683
2014-07-28,-0.0007875897251083419,-0.025205023266680088,-0.025757728518018635,-0.021158810159907095,-0.024359217005386215,-0.02268975589543009,-0.028581389374851485,-0.020943481002121022,-0.024127382924378642
2014-07-29,-0.003484196120084294,-0.025205023266680088,-0.025757728518018635,-0.021085707745587056,-0.024280853397190005,-0.02273522333014098,-0.028845037690737766,-0.020189444818052047,-0.023265257803321306
2014-07-30,0.0024481259247383313,-0.025205023266680088,-0.025757728518018635,-0.02096505762810751,-0.02414898560871396,-0.022784640797793573,-0.029192678384358548,-0.019671139968991835,-0.02267250324303793
2014-07-31,-0.022951452640475194,-0.025205023266680088,-0.025757728518018635,-0.02083456463116155,-0.02398314865029667,-0.022862526645976794,-0.029664449569128764,-0.01915233427752179,-0.022066431977139193
2014-08-01,-0.005555165429057181,-0.025205023266680088,-0.025757728518018635,-0.021409913804513382,-0.024626121157567227,-0.023802097843823526,-0.03144524810486402,-0.022612421414630015,-0.026013593889650584
2014-08-04,0.007125978503862981,-0.025205023266680088,-0.025757728518018635,-0.020664375934705635,-0.023793967226559305,-0.02270827440714317,-0.02949080769120533,-0.022064059615932018,-0.025429783076854454
2014-08-05,-0.007434754227472301,-0.025205023266680088,-0.025757728518018635,-0.020669736709425623,-0.023803440998940266,-0.022629158198420363,-0.029274753051972052,-0.021572399266313498,-0.024863397592067182
2014-08-06,-0.0005891594903961784,-0.025205023266680088,-0.025757728518018635,-0.020782635111861344,-0.02392569550223524,-0.02255591707404439,-0.02885648060846161,-0.021408925775595514,-0.024666217200730627
2014-08-07,-0.0034105161759166117,-0.025205023266680088,-0.025757728518018635,-0.020750503786511793,-0.0238737489218554,-0.022747650620572383,-0.02941088416982632,-0.02084767257114072,-0.024007860890491266
2014-08-08,0.021139691814263395,-0.025205023266680088,-0.025757728518018635,-0.020714497937866644,-0.023811685716847674,-0.02287493480163194,-0.029808462354886083,-0.02054736693266064,-0.023644634242418736
2014-08-11,0.0026573966586921367,-0.025205023266680088,-0.025757728518018635,-0.020993415637067355,-0.02415151465883908,-0.02319899663222179,-0.030109017238401613,-0.02254092517236464,-0.02595173249274586
2014-08-12,0.00010953785972502884,-0.025205023266680088,-0.025757728518018635,-0.020934111167339998,-0.024072081504229115,-0.02341858645889281,-0.03082172793003286,-0.021952738040253335,-0.02526368471120708
2014-08-13,0.013009813472229147,-0.025205023266680088,-0.025757728518018635,-0.0209434149096718,-0.02408134893422727,-0.023426557335989237,-0.030817389096907264,-0.021359069285799524,-0.02457909894958831
2014-08-14,0.0027768418471340586,-0.025205023266680088,-0.025757728518018635,-0.020894630067548554,-0.024022574353379286,-0.023343210841292743,-0.030704433216526997,-0.0219811257235882,-0.025284560476600878
2014-08-15,0.004376717002922906,-0.025205023266680088,-0.025757728518018635,-0.020889800265882278,-0.02401180816699061,-0.023495220934987168,-0.031116689517998904,-0.021476334851191957,-0.024696203729652196
2014-08-18,0.010190423963242386,-0.025197818780806742,-0.025757728518018635,-0.02078825130038193,-0.02389989908214463,-0.023443883687685196,-0.031182448188835796,-0.020977675034715194,-0.024129021020179338
2014-08-19,0.007632450503359089,-0.025197818780806742,-0.025757728518018635,-0.020797858366184842,-0.023922915110186384,-0.023194029359597995,-0.03049940708261295,-0.020948079753728255,-0.024106413110902225
2014-08-20,-0.002498396814779525,-0.025197818780806742,-0.025757728518018635,-0.02072429545329847,-0.023852560537057033,-0.02308259211472954,-0.03039150176282328,-0.020628796025167127,-0.02375660399405852
2014-08-21,-0.0018330273781378826,-0.025197818780806742,-0.025757728518018635,-0.02076760025427145,-0.023890622834572054,-0.023228149233128277,-0.03065886335532859,-0.02038528531775903,-0.023464033170839376
