Date,Actual_Return,HS_VaR_90,HS_VaR_95,HS_VaR_99,Normal_VaR_90,Normal_VaR_95,Normal_VaR_99,StudentT_VaR_90,StudentT_VaR_95,StudentT_VaR_99,GARCH_VaR_90,GARCH_VaR_95,GARCH_VaR_99
2014-08-11,0.0026574459655813,-0.01022305399024314,-0.017730466856435548,-0.025205023187567666,-0.011256337842290048,-0.014642169517605403,-0.020993426648943905,-0.010039353820176896,-0.013922936749146405,-0.023199093847012218,-0.012024680645574829,-0.01568143861371876,-0.022540908413141044
2014-08-12,0.0001094205792674,-0.01022305399024314,-0.017730466856435548,-0.025205023187567666,-0.011259094967041484,-0.014623347138546367,-0.020934124709584744,-0.009950867184941429,-0.0138601321150333,-0.023418676558339804,-0.011744391386158178,-0.015294089835734178,-0.02195273378319827
2014-08-13,0.0130100017261582,-0.01022305399024314,-0.017730466856435548,-0.025205023187567666,-0.011268511651035578,-0.014632724910755474,-0.020943429489756565,-0.009967703922035352,-0.013875826696278728,-0.023426608075653787,-0.011431047056327002,-0.014883274636210714,-0.02135907944233644
2014-08-14,0.0027768643346294,-0.01022305399024314,-0.017730466856435548,-0.025205023187567666,-0.011250527895481848,-0.014604031521023549,-0.020894646607406267,-0.009934342572326105,-0.013828356523600793,-0.023343205092739367,-0.011795961802704074,-0.015337612812495065,-0.021981161101277662
2014-08-15,0.004376663452779,-0.01022305399024314,-0.017730466856435548,-0.025205023187567666,-0.011264001089227142,-0.01461114040505351,-0.020889817104847126,-0.009916028675583614,-0.013827867919050999,-0.02349511690037429,-0.011548824372653813,-0.01500088450491958,-0.02147637520716195
2014-08-18,0.0101904026461536,-0.010213262474242951,-0.01744247061897682,-0.025197818568764973,-0.011194394708999354,-0.01453042675585761,-0.020788268066296894,-0.009812281217873049,-0.01372293143419471,-0.023443843132463896,-0.011261436786794586,-0.014640033176831956,-0.02097771811627619
2014-08-19,0.0076324409670894,-0.010213262474242951,-0.01744247061897682,-0.025197818568764973,-0.01116265970602375,-0.014513067579901744,-0.02079787555101222,-0.009834079005931022,-0.013719452354651794,-0.02319400509002724,-0.011210295905565028,-0.014596382752205156,-0.020948118542511853
2014-08-20,-0.0024985076665118,-0.010213262474242951,-0.01744247061897682,-0.025197818568764973,-0.011079204829410652,-0.014433052376851342,-0.020724312603519538,-0.009712996521202513,-0.013601506044955424,-0.023082524327190893,-0.010985128882218916,-0.014338489385971908,-0.02062883599968134
2014-08-21,-0.0018328994862295,-0.010213262474242951,-0.01744247061897682,-0.025197818568764973,-0.011138674668301634,-0.014486901738562527,-0.020767618884772833,-0.00978384820224274,-0.013678564155815703,-0.023228120474601315,-0.01089288913604804,-0.014193653595658428,-0.020385338777709476
2014-08-22,-0.0002936732002186,-0.010213262474242951,-0.01744247061897682,-0.025197818568764973,-0.011100071352777862,-0.014444324023151439,-0.02071758585614841,-0.00970013973127822,-0.013611026252267056,-0.023292544048286,-0.01064936094959916,-0.01389392102849752,-0.019980176139581883
2014-08-25,0.0020141549947572,-0.010213262474242951,-0.01744247061897682,-0.025197818568764973,-0.011134811439051389,-0.014474647259943633,-0.020739623817871883,-0.009732506985528237,-0.013654779069688035,-0.023435132596610203,-0.010521830025539459,-0.013713204911742605,-0.019699693446464127
2014-08-26,0.0060246799611607,-0.010213262474242951,-0.01744247061897682,-0.025197818568764973,-0.01112568324064617,-0.01446581146595037,-0.020731336525926205,-0.00971758670134443,-0.013639882157582944,-0.023419281608372127,-0.01032403023286749,-0.013463462521310603,-0.019352515381113957
2014-08-27,-0.0018198090585325,-0.010213262474242951,-0.01744247061897682,-0.025197818568764973,-0.011087852648908084,-0.014432217749197713,-0.020705690482019184,-0.009677992162138329,-0.01359033554224578,-0.023281639608876692,-0.01016624806364479,-0.013278193812357144,-0.0191156864948624
2014-08-28,-0.0009128251674603,-0.010213262474242951,-0.01744247061897682,-0.025197818568764973,-0.0111324447259889,-0.01447579423568325,-0.020747361889449017,-0.00975229385847406,-0.013661970703035719,-0.0233384972177714,-0.010032087167782418,-0.01309353303704415,-0.01883629634424381
2014-08-29,0.003316087437405,-0.01020347095824276,-0.017154474381518084,-0.02519061394996228,-0.011099309213419516,-0.014429751648649788,-0.02067710777727319,-0.00970140928430624,-0.013612572070499583,-0.02336902071522899,-0.00980306934144007,-0.012798194614926702,-0.018416551514110823
2014-09-02,0.0032478477958987,-0.01020347095824276,-0.017154474381518084,-0.02519061394996228,-0.011083125657473242,-0.014414676555441059,-0.020664111975813658,-0.009679585251992608,-0.013588106347245575,-0.02332167901451025,-0.009540975342471128,-0.01247127187566038,-0.017968020839597375
2014-09-03,-0.0071999975988164,-0.010193679442242571,-0.016866478144059355,-0.025183409331159586,-0.011020263041008616,-0.014339704830574472,-0.02056642557742895,-0.009578375915013235,-0.01348977754584945,-0.023310997301275074,-0.009248001012150356,-0.012105372221643936,-0.01746532540640677
2014-09-04,0.005955612275414,-0.010193679442242571,-0.016866478144059355,-0.025183409331159586,-0.011034093068453684,-0.014355546261806736,-0.020586040067653067,-0.009601637964586497,-0.013510089554859453,-0.023298405744204644,-0.009388212153591145,-0.012275875458903046,-0.01769265157759729
2014-09-05,0.005273842176337,-0.010193679442242571,-0.016866478144059355,-0.025183409331159586,-0.011029472338050891,-0.014338184571039109,-0.020544778454167117,-0.009534684373154642,-0.01345822219727125,-0.023425079551442008,-0.00928493264066552,-0.012138554849201559,-0.017491475531657624
