Asset,Annualised Return,Annualised Std,Sharpe,Sortino
AAPL,0.231226357978863,0.28291447955837323,0.8173012506811427,1.0892362792808066
MSFT,0.23067060232389078,0.26295092442018436,0.8772382254693617,1.1774620139161016
IBM,0.08464978145459301,0.23988874617947728,0.35287099875565103,0.4370410277918479
NVDA,0.5195290318566742,0.46868682894857167,1.1084779852298374,1.5394279627584888
GOOGL,0.2029869379993381,0.2824016385895442,0.7187881026935854,0.9805547398677272
AMZN,0.2054079798097214,0.3281638803543866,0.6259311036543687,0.8503242572226541
EW_Portfolio,0.24574511523718004,0.2399345997929649,1.0242170801928066,1.3134795619450137
