Ticker,AAPL,MSFT,IBM,NVDA,GOOGL,AMZN
AAPL,1.0,0.6448125806229035,0.38322940962937524,0.5215156196082118,0.5764106469303313,0.5342096070950643
MSFT,0.6448125806229035,1.0,0.40456756520762754,0.6001642601552865,0.6770386226259022,0.620600626423023
IBM,0.38322940962937524,0.40456756520762754,1.0,0.3041122624737169,0.36915862048512277,0.27785370412448507
NVDA,0.5215156196082118,0.6001642601552865,0.3041122624737169,1.0,0.5259957112439706,0.5104363578130385
GOOGL,0.5764106469303313,0.6770386226259022,0.36915862048512277,0.5259957112439706,1.0,0.626066062291271
AMZN,0.5342096070950643,0.620600626423023,0.27785370412448507,0.5104363578130385,0.626066062291271,1.0
